Subject subject Subject
was was be
a a a
number number number
of of of
read read read
attempts attempt attempt
. . .
So so So
I i I
rebooted reboot reboot
and and and
reloaded reload reload
DTG dtg DTG
, , ,
but but but
removed remov remove
the the the
cache cach cache
. . .
I i I
executed execut execute
the the the
program program program
. . .
No no No
read read read
errors error error
, , ,
either either either
audible audibl audible
or or or
detected detect detect
by by by
DTG dtg DTG
. . .
I i I
quit quit quit
the the the
program program program
, , ,
loaded load load
the the the
cache cach cache
, , ,
and and and
ran ran run
the the the
program program program
again again again
. . .
The the The
errors error error
were were be
detected detect detect
. . .
Ok ok Ok
, , ,
so so so
the the the
errors error error
are are be
there there there
, , ,
and and and
DTG dtg DTG
detects detect detects
but but but
doesn doesn doesn
' ' '
t t t
fix fix fix
them them them
, , ,
when when when
the the the
cache cach cache
is is be
loaded load load
. . .
When when When
the the the
cache cach cache
is is be
not not not
loaded load load
there there there
are are be
no no no
errors error error
. . .
So so So
, , ,
to to to
see see see
if if if
the the the
cache cach cache
was was be
interfering interf interfere
with with with
any ani any
other other other
files file file
, , ,
I i I
went went go
into into into
xtree xtree xtree
gold gold gold
and and and
tagged tag tag
all all all
files file file
, , ,
and and and
searched search search
them them them
for for for
a a a
random random random
string string string
( ( (
in in in
other other other
words word word
, , ,
I i I
wanted want want
the the the
program program program
to to to
completely complet completely
read read read
every everi every
file file file
on on on
my my my
hard hard hard
drive drive drive
) ) )
. . .
Before befor Before
I i I
got got get
through through through
the the the
c c c
' ' '
s s s
DTG dtg DTG
had had have
detected detect detect
at at at
least least least
six six six
errors error error
and and and
recommended recommend recommend
I i I
reboot reboot reboot
. . .
Does doe Does
anybody anybodi anybody
, , ,
have have have
any ani any
idea idea idea
why whi why
Smartdrv smartdrv Smartdrv
is is be
causing caus cause
misreads misread misreads
on on on
my my my
hard hard hard
drive drive drive
? ? ?
Oh oh Oh
, , ,
there there there
are are be
exactly exact exactly
two two two
misreads misread misreads
per per per
file file file
, , ,
and and and
1 1 1
in in in
about about about
every everi every
100 100 100
files file file
are are be
affected affect affect
. . .
I i I
originally origin originally
posted post post
this this this
message messag message
to to to
Disk disk Disk
Technician technician Technician
Corp corp Corp
. . .
' ' '
s s s
system system system
, , ,
but but but
I i I
figured figur figure
someone someon someone
out out out
in in in
netland netland netland
may may may
know know know
enough enough enough
about about about
smartdrv smartdrv smartdrv
to to to
help help help
me me me
out out out
. . .
- - -
- - -
INTERNET internet INTERNET
: : :
jdriver jdriver jdriver
@ @ @
netlink netlink netlink
. . .
cts cts ct
. . .
com com com
( ( (
John john John
Driver driver Driver
) ) )
UUCP uucp UUCP
: : :
. . .
. . .
. . .
! ! !
ryptyde ryptyd ryptyde
! ! !
netlink netlink netlink
! ! !
jdriver jdriver jdriver
NetLink netlink NetLink
Online onlin Online
Communications communic Communications
* * *
Public public Public
Access access Access
in in in
San san San
Diego diego Diego
, , ,
CA ca CA
( ( (
619 619 619
) ) )
453 453 453
- - -
1115 1115 1115
