Subject subject Subject
other other other
systems system system
, , ,
so so so
that that that
an an an
article articl article
is is be
posted post post
locally local locally
and and and
eventually eventu eventually
reaches reach reach
all all all
the the the
Usenet usenet Usenet
sites site site
interested interest interested
in in in
receiving receiv receive
the the the
news news news
group group group
to to to
which which which
the the the
article articl article
was was be
posted post post
. . .
Gateway gateway Gateway
machines machin machine
redirect redirect redirect
the the the
Usenet usenet Usenet
sci sci sci
. . .
space space space
group group group
into into into
Internet internet Internet
and and and
BITNET bitnet BITNET
mailing mail mailing
lists list list
and and and
vice vice vice
versa versa versa
; ; ;
the the the
other other other
Usenet usenet Usenet
groups group group
are are be
not not not
accessible access accessible
as as a
mailing mail mailing
lists list list
. . .
If if If
you you you
can can can
receive receiv receive
netnews netnew netnews
, , ,
its it it
more more more
flexible flexibl flexible
interface interfac interface
and and and
access access access
to to to
a a a
wider wider wider
range rang range
of of of
material materi material
usually usual usually
make make make
it it it
the the the
preferred prefer preferred
option option option
. . .
MAILING mail MAILING
LISTS list LISTS
SPACE space SPACE
Digest digest Digest
is is be
the the the
main main main
Internet internet Internet
list list list
, , ,
and and and
is is be
now now now
being be be
run run run
by by by
the the the
International intern International
Space space Space
University univers University
( ( (
in in in
only onli only
its it it
second second second
change chang change
of of of
management manag management
in in in
over over over
a a a
decade decad decade
) ) )
. . .
Email email Email
space space space
- - -
request request request
@ @ @
isu isu isu
. . .
isunet isunet isunet
. . .
edu edu edu
( ( (
message messag message
body bodi body
should should should
be be be
in in in
the the the
format format format
' ' '
subscribe subscrib subscribe
space space space
John john John
Public public Public
' ' '
) ) )
to to to
join join join
. . .
Note note Note
that that that
the the the
moderated moder moderated
SPACE space SPACE
Magazine magazin Magazine
list list list
is is be
defunct defunct defunct
at at at
present present present
for for for
lack lack lack
of of of
a a a
moderator moder moderator
. . .
Old old Old
copies copi copy
of of of
SPACE space SPACE
Digest digest Digest
since sinc since
its it it
inception incept inception
in in in
1981 1981 1981
are are be
available avail available
by by by
anonymous anonym anonymous
FTP ftp FTP
. . .
Retrieve retriev Retrieve
julius julius julius
. . .
cs cs c
. . .
qub qub qub
. . .
ac ac ac
. . .
uk uk uk
: : :
pub pub pub
/ / /
SpaceDigestArchive spacedigestarch SpaceDigestArchive
/ / /
README readm README
for for for
further further further
details detail detail
. . .
Elements element Elements
is is be
a a a
moderated moder moderated
list list list
for for for
fast fast fast
distribution distribut distribution
of of of
Space space Space
Shuttle shuttl Shuttle
Keplerian keplerian Keplerian
Elements element Elements
before befor before
and and and
during dure during
Shuttle shuttl Shuttle
flights flight flight
. . .
NASA nasa NASA
two two two
line line line
elements element element
are are be
sent sent send
out out out
on on on
the the the
list list list
from from from
Dr dr Dr
. . .
Kelso kelso Kelso
, , ,
JSC jsc JSC
, , ,
and and and
other other other
sources sourc source
as as a
they they they
are are be
released releas release
. . .
Email email Email
to to to
elements element elements
- - -
request request request
@ @ @
telesoft telesoft telesoft
. . .
com com com
to to to
join join join
. . .
GPS gps GPS
Digest digest Digest
is is be
a a a
moderated moder moderated
list list list
for for for
discussion discuss discussion
of of of
the the the
Global global Global
Positioning posit Positioning
System system System
and and and
other other other
satellite satellit satellite
navigation navig navigation
positioning posit position
systems system system
. . .
Email email Email
to to to
gps gps gps
- - -
request request request
@ @ @
esseye essey esseye
. . .
si si si
. . .
com com com
to to to
join join join
. . .
Space space Space
- - -
investors investor investor
is is be
a a a
list list list
for for for
information inform information
relevant relev relevant
to to to
investing invest invest
in in in
space space space
- - -
related relat related
companies compani company
. . .
Email email Email
Vincent vincent Vincent
Cate cate Cate
( ( (
vac vac vac
@ @ @
cs cs c
. . .
cmu cmu cmu
. . .
edu edu edu
) ) )
to to to
join join join
. . .
Space space Space
- - -
tech tech tech
is is be
a a a
list list list
for for for
more more more
technical technic technical
discussion discuss discussion
of of of
space space space
topics topic topic
; ; ;
discussion discuss discussion
has has have
included includ include
esoteric esoter esoteric
propulsion propuls propulsion
technologies technolog technology
, , ,
asteroid asteroid asteroid
capture captur capture
, , ,
starflight starflight starflight
, , ,
orbital orbit orbital
debris debri debris
removal remov removal
, , ,
etc etc etc
. . .
Email email Email
to to to
space space space
- - -
tech tech tech
- - -
request request request
@ @ @
cs cs c
. . .
cmu cmu cmu
. . .
edu edu edu
to to to
join join join
. . .
Archives archiv Archives
of of of
old old old
digests digest digest
and and and
selected select select
excerpts excerpt excerpt
are are be
available avail available
by by by
anonymous anonym anonymous
FTP ftp FTP
from from from
gs gs gs
80 80 80
. . .
sp sp sp
. . .
cs cs c
. . .
cmu cmu cmu
. . .
edu edu edu
( ( (
128 128 128
. . .
2 2 2
. . .
205 205 205
. . .
90 90 90
) ) )
in in in
/ / /
usr usr usr
/ / /
anon anon anon
/ / /
public public public
/ / /
space space space
- - -
tech tech tech
, , ,
or or or
by by by
email email email
to to to
space space space
- - -
tech tech tech
- - -
request request request
if if if
you you you
don don don
' ' '
t t t
have have have
FTP ftp FTP
access access access
. . .
SEDS sed SEDS
- - -
L l L
is is be
a a a
BITNET bitnet BITNET
list list list
for for for
members member member
of of of
Students student Students
for for for
the the the
Exploration explor Exploration
and and and
Development develop Development
of of of
Space space Space
and and and
other other other
interested interest interested
parties parti party
. . .
Email email Email
LISTSERV listserv LISTSERV
@ @ @
TAMVM tamvm TAMVM
1 1 1
. . .
BITNET bitnet BITNET
with with with
a a a
message messag message
saying say say
" " "
SUBSCRIBE subscrib SUBSCRIBE
SEDS sed SEDS
- - -
L l L
your your your
name name name
" " "
. . .
Email email Email
saying say say
" " "
INDEX index INDEX
SEDS sed SEDS
- - -
L l L
" " "
to to to
list list list
the the the
archive archiv archive
contents content content
. . .
SEDSNEWS sedsnew SEDSNEWS
is is be
a a a
BITNET bitnet BITNET
list list list
for for for
news news news
items item item
, , ,
press press press
releases releas release
, , ,
shuttle shuttl shuttle
status status status
reports report report
, , ,
and and and
the the the
like like like
. . .
This this This
duplicates duplic duplicate
material materi material
which which which
is is be
also also also
found found find
in in in
Space space Space
Digest digest Digest
, , ,
sci sci sci
. . .
space space space
, , ,
sci sci sci
. . .
space space space
. . .
shuttle shuttl shuttle
, , ,
and and and
sci sci sci
. . .
astro astro astro
. . .
Email email Email
LISTSERV listserv LISTSERV
@ @ @
TAMVM tamvm TAMVM
1 1 1
. . .
BITNET bitnet BITNET
saying say say
" " "
SUBSCRIBE subscrib SUBSCRIBE
SEDSNEWS sedsnew SEDSNEWS
your your your
name name name
" " "
to to to
join join join
. . .
Email email Email
saying say say
" " "
INDEX index INDEX
SEDSNEWS sedsnew SEDSNEWS
" " "
to to to
list list list
the the the
archive archiv archive
contents content content
. . .
Ron ron Ron
Baalke baalk Baalke
( ( (
baalke baalk baalke
@ @ @
kelvin kelvin kelvin
. . .
jpl jpl jpl
. . .
nasa nasa nasa
. . .
gov gov gov
) ) )
runs run run
a a a
mailing mail mailing
list list list
which which which
carries carri carry
the the the
contents content content
of of of
the the the
sci sci sci
. . .
space space space
. . .
news news news
Usenet usenet Usenet
group group group
. . .
Email email Email
him him him
to to to
join join join
the the the
list list list
. . .
As as As
a a a
general general general
note note note
, , ,
please pleas please
mail mail mail
to to to
the the the
* * *
request request request
* * *
address address address
to to to
get get get
off off off
a a a
mailing mail mailing
list list list
. . .
SPACE space SPACE
Digest digest Digest
, , ,
for for for
example exampl example
, , ,
relays relay relay
many mani many
inappropriate inappropri inappropriate
' ' '
please pleas please
remove remov remove
me me me
from from from
this this this
list list list
' ' '
messages messag message
which which which
are are be
sent sent send
to to to
the the the
list list list
address address address
rather rather rather
than than than
the the the
request request request
address address address
. . .
PERIODICALLY period PERIODICALLY
UPDATED updat UPDATED
INFORMATION inform INFORMATION
In in In
addition addit addition
to to to
this this this
FAQ faq FAQ
list list list
, , ,
a a a
broad broad broad
variety varieti variety
of of of
topical topic topical
information inform information
is is be
posted post post
to to to
the the the
net net net
( ( (
unless unless unless
otherwise otherwis otherwise
noted note note
, , ,
in in in
the the the
new new new
group group group
sci sci sci
. . .
space space space
. . .
news news news
created creat create
for for for
this this this
purpose purpos purpose
) ) )
. . .
Please pleas Please
remember rememb remember
that that that
the the the
individuals individu individual
posting post post
this this this
information inform information
are are be
performing perform perform
a a a
service servic service
for for for
all all all
net net net
readers reader reader
, , ,
and and and
don don don
' ' '
t t t
take take take
up up up
their their their
time time time
with with with
frivolous frivol frivolous
requests request request
. . .
ACRONYMS acronym ACRONYMS
Garrett garrett Garrett
Wollman wollman Wollman
( ( (
wollman wollman wollman
@ @ @
UVM uvm UVM
. . .
EDU edu EDU
) ) )
posts post post
an an an
acronym acronym acronym
list list list
around around around
the the the
first first first
of of of
each each each
month month month
. . .
ASTRO astro ASTRO
- - -
FTP ftp FTP
LIST list LIST
Veikko veikko Veikko
Makela makela Makela
( ( (
veikko veikko veikko
. . .
makela makela makela
@ @ @
helsinki helsinki helsinki
. . .
fi fi fi
) ) )
posts post post
a a a
monthly month monthly
list list list
of of of
anonymous anonym anonymous
FTP ftp FTP
servers server server
containing contain contain
astronomy astronomi astronomy
and and and
space space space
related relat relate
material materi material
to to to
sci sci sci
. . .
space space space
and and and
sci sci sci
. . .
astro astro astro
. . .
AVIATION aviat AVIATION
WEEK week WEEK
Henry henri Henry
Spencer spencer Spencer
( ( (
henry henri henry
@ @ @
zoo zoo zoo
. . .
toronto toronto toronto
. . .
edu edu edu
) ) )
posts post post
summaries summari summary
of of of
space space space
- - -
related relat related
stories stori story
in in in
the the the
weekly week weekly
_ _ _
Aviation aviat Aviation
Week week Week
and and and
Space space Space
Technology technolog Technology
_ _ _
. . .
BUYING buy BUYING
TELESCOPES telescop TELESCOPES
Ronnie ronni Ronnie
Kon kon Kon
( ( (
ronnie ronni ronnie
@ @ @
cisco cisco cisco
. . .
com com com
) ) )
posts post post
a a a
guide guid guide
to to to
buying buy buy
telescopes telescop telescope
to to to
sci sci sci
. . .
astro astro astro
. . .
ELECTRONIC electron ELECTRONIC
JOURNAL journal JOURNAL
OF of OF
THE the THE
ASA asa ASA
Don don Don
Barry barri Barry
( ( (
don don don
@ @ @
chara chara chara
. . .
gsu gsu gsu
. . .
edu edu edu
) ) )
posts post post
the the the
monthly month monthly
Electronic electron Electronic
Journal journal Journal
of of of
the the the
Astronomical astronom Astronomical
Society societi Society
of of of
the the the
Atlantic atlant Atlantic
to to to
sci sci sci
. . .
astro astro astro
. . .
FLIGHT flight FLIGHT
INTERNATIONAL intern INTERNATIONAL
Swaraj swaraj Swaraj
Jeyasingh jeyasingh Jeyasingh
( ( (
sjeyasin sjeyasin sjeyasin
@ @ @
axion axion axion
. . .
bt bt bt
. . .
co co co
. . .
uk uk uk
) ) )
posts post post
summaries summari summary
of of of
space space space
- - -
related relat relate
news news news
from from from
_ _ _
Flight flight Flight
International intern International
_ _ _
. . .
This this This
focuses focus focus
more more more
on on on
non non non
- - -
US us US
space space space
activities activ activity
than than than
Aviation aviat Aviation
Week week Week
. . .
LARGE larg LARGE
ASTRONOMICAL astronom ASTRONOMICAL
PROJECTS project PROJECTS
Robert robert Robert
Bunge bung Bunge
( ( (
rbunge rbung rbunge
@ @ @
access access access
. . .
digex digex digex
. . .
com com com
) ) )
posts post post
a a a
list list list
describing describ describe
many mani many
" " "
Large larg Large
Telescope telescop Telescope
Projects project Projects
Either either Either
Being be Being
Considered consid Considered
or or or
in in in
the the the
Works work Works
" " "
to to to
sci sci sci
. . .
astro astro astro
. . .
NASA nasa NASA
HEADLINE headlin HEADLINE
NEWS news NEWS
& & &
SHUTTLE shuttl SHUTTLE
REPORTS report REPORTS
Peter peter Peter
Yee yee Yee
( ( (
yee yee yee
@ @ @
ames ame ames
. . .
arc arc arc
. . .
nasa nasa nasa
. . .
gov gov gov
) ) )
posts post post
a a a
variety varieti variety
of of of
NASA nasa NASA
material materi material
, , ,
including includ include
NASA nasa NASA
Headline headlin Headline
News news News
( ( (
with with with
the the the
schedule schedul schedule
for for for
NASA nasa NASA
SELECT select SELECT
) ) )
, , ,
shuttle shuttl shuttle
payload payload payload
briefings brief briefing
and and and
flight flight flight
manifests manifest manifest
, , ,
and and and
KSC ksc KSC
shuttle shuttl shuttle
status status status
reports report report
. . .
For for For
Usenet usenet Usenet
users user user
, , ,
much much much
of of of
this this this
material materi material
appears appear appear
in in in
the the the
group group group
sci sci sci
. . .
space space space
. . .
shuttle shuttl shuttle
. . .
NASA nasa NASA
UPDATES updat UPDATES
Ron ron Ron
Baalke baalk Baalke
( ( (
baalke baalk baalke
@ @ @
kelvin kelvin kelvin
. . .
jpl jpl jpl
. . .
nasa nasa nasa
. . .
gov gov gov
) ) )
posts post post
frequent frequent frequent
updates updat update
from from from
JPL jpl JPL
, , ,
Ames ame Ames
, , ,
and and and
other other other
centers center center
on on on
the the the
Ulysses ulyss Ulysses
, , ,
Gailileo gailileo Gailileo
, , ,
Pioneer pioneer Pioneer
, , ,
Magellan magellan Magellan
, , ,
Landsat landsat Landsat
, , ,
and and and
other other other
missions mission mission
. . .
ORBITAL orbit ORBITAL
ELEMENT element ELEMENT
SETS set SETS
TS ts TS
Kelso kelso Kelso
( ( (
tkelso tkelso tkelso
@ @ @
blackbird blackbird blackbird
. . .
afit afit afit
. . .
af af af
. . .
mil mil mil
) ) )
posts post post
orbital orbit orbital
elements element element
from from from
NASA nasa NASA
Prediction predict Prediction
Bulletins bulletin Bulletins
. . .
Mike mike Mike
Rose rose Rose
( ( (
mrose mrose mrose
@ @ @
stsci stsci stsci
. . .
edu edu edu
) ) )
posts post post
orbital orbit orbital
elements element element
for for for
the the the
Hubble hubbl Hubble
Space space Space
Telescope telescop Telescope
to to to
sci sci sci
. . .
astro astro astro
. . .
Jost jost Jost
Jahn jahn Jahn
( ( (
j j j
. . .
jahn jahn jahn
@ @ @
abbs abb abb
. . .
hanse hans hanse
. . .
de de de
) ) )
posts post post
ephemerides ephemerid ephemeris
for for for
asteroids asteroid asteroid
, , ,
comets comet comet
, , ,
conjunctions conjunct conjunction
, , ,
and and and
encounters encount encounter
to to to
sci sci sci
. . .
astro astro astro
. . .
SATELLITE satellit SATELLITE
LAUNCHES launch LAUNCHES
Richard richard Richard
Langley langley Langley
( ( (
lang lang lang
@ @ @
unb unb unb
. . .
ca ca ca
) ) )
posts post post
SPACEWARN spacewarn SPACEWARN
Bulletin bulletin Bulletin
, , ,
which which which
describes describ describe
recent recent recent
launch launch launch
/ / /
orbital orbit orbital
decay decay decay
information inform information
and and and
satellites satellit satellite
which which which
are are be
useful use useful
for for for
scientific scientif scientific
activities activ activity
. . .
Recent recent Recent
bulletins bulletin bulletin
are are be
available avail available
by by by
anonymous anonym anonymous
FTP ftp FTP
from from from
nssdca nssdca nssdca
. . .
gsfc gsfc gsfc
. . .
nasa nasa nasa
. . .
gov gov gov
in in in
ANON anon ANON
_ _ _
DIR dir DIR
: : :
[ [ [
000000 000000 000000
. . .
ACTIVE activ ACTIVE
. . .
SPX spx SPX
] ] ]
. . .
SHUTTLE shuttl SHUTTLE
MANIFEST manifest MANIFEST
Ken ken Ken
Hollis holli Hollis
( ( (
gandalf gandalf gandalf
@ @ @
pro pro pro
- - -
electric electr electric
. . .
cts cts ct
. . .
com com com
) ) )
posts post post
a a a
compressed compress compressed
version version version
of of of
the the the
Space space Space
Shuttle shuttl Shuttle
launch launch launch
manifest manifest manifest
to to to
sci sci sci
. . .
space space space
. . .
shuttle shuttl shuttle
. . .
This this This
includes includ include
dates date date
, , ,
times time time
, , ,
payloads payload payload
, , ,
and and and
information inform information
on on on
how how how
to to to
see see see
launches launch launch
and and and
landings land landing
. . .
SOLAR solar SOLAR
ACTIVITY activ ACTIVITY
Cary cari Cary
Oler oler Oler
( ( (
oler oler oler
@ @ @
hg hg hg
. . .
uleth uleth uleth
. . .
ca ca ca
) ) )
posts post post
Solar solar Solar
Terrestrial terrestri Terrestrial
reports report report
( ( (
describing describ describe
solar solar solar
activity activ activity
and and and
its it it
effect effect effect
on on on
the the the
Earth earth Earth
) ) )
to to to
sci sci sci
. . .
space space space
. . .
The the The
report report report
is is be
issued issu issue
in in in
part part part
from from from
data data data
released releas release
by by by
the the the
Space space Space
Enviroment enviro Enviroment
Services servic Services
Center center Center
, , ,
Boulder boulder Boulder
Colorado colorado Colorado
. . .
The the The
intro intro intro
document document document
needed need need
to to to
understand understand understand
these these these
reports report report
is is be
available avail available
by by by
anonymous anonym anonymous
FTP ftp FTP
from from from
solar solar solar
. . .
stanford stanford stanford
. . .
edu edu edu
( ( (
36 36 36
. . .
10 10 10
. . .
0 0 0
. . .
4 4 4
) ) )
in in in
pub pub pub
/ / /
understanding understand understand
_ _ _
solar solar solar
_ _ _
terrestrial terrestri terrestrial
_ _ _
reports report report
. . .
nic nic nic
. . .
funet funet funet
. . .
fi fi fi
( ( (
128 128 128
. . .
214 214 214
. . .
6 6 6
. . .
100 100 100
) ) )
also also also
has has have
this this this
document document document
in in in
/ / /
pub pub pub
/ / /
misc misc misc
/ / /
rec rec rec
. . .
radio radio radio
. . .
shortwave shortwav shortwave
/ / /
solarreports solarreport solarreports
and and and
is is be
an an an
archive archiv archive
site site site
for for for
the the the
reports report report
( ( (
please pleas please
note note note
this this this
site site site
is is be
in in in
Europe europ Europe
, , ,
and and and
the the the
connection connect connection
to to to
the the the
US us US
is is be
only onli only
56 56 56
KB kb KB
) ) )
. . .
A a A
new new new
primary primari primary
archive archiv archive
site site site
, , ,
xi xi xi
. . .
uleth uleth uleth
. . .
ca ca ca
( ( (
142 142 142
. . .
66 66 66
. . .
3 3 3
. . .
29 29 29
) ) )
, , ,
has has have
recently recent recently
been been be
established establish establish
and and and
will will will
be be be
actively activ actively
supported support support
. . .
SOVIET soviet SOVIET
SPACE space SPACE
ACTIVITIES activ ACTIVITIES
Glenn glenn Glenn
Chapman chapman Chapman
( ( (
glennc glennc glennc
@ @ @
cs cs c
. . .
sfu sfu sfu
. . .
ca ca ca
) ) )
posts post post
summaries summari summary
of of of
Soviet soviet Soviet
space space space
activities activ activity
. . .
SPACE space SPACE
ACTIVIST activist ACTIVIST
NEWSLETTER newslett NEWSLETTER
Allen allen Allen
Sherzer sherzer Sherzer
( ( (
aws aw aws
@ @ @
iti iti iti
. . .
org org org
) ) )
posts post post
a a a
newsletter newslett newsletter
, , ,
" " "
One one One
Small small Small
Step step Step
for for for
a a a
Space space Space
Activist activist Activist
, , ,
" " "
to to to
talk talk talk
. . .
politics polit politics
. . .
space space space
. . .
It it It
describes describ describe
current current current
legislative legisl legislative
activity activ activity
affecting affect affect
NASA nasa NASA
and and and
commercial commerci commercial
space space space
activities activ activity
. . .
SPACE space SPACE
EVENTS event EVENTS
CALENDAR calendar CALENDAR
Ron ron Ron
Baalke baalk Baalke
( ( (
baalke baalk baalke
@ @ @
kelvin kelvin kelvin
. . .
jpl jpl jpl
. . .
nasa nasa nasa
. . .
gov gov gov
) ) )
posts post post
a a a
calendar calendar calendar
including includ include
anniversaries anniversari anniversary
, , ,
conferences confer conference
, , ,
launch launch launch
dates date date
, , ,
meteor meteor meteor
showers shower shower
and and and
eclipses eclips eclipse
, , ,
and and and
other other other
space space space
- - -
related relat related
events event event
. . .
SPACE space SPACE
NEWS news NEWS
John john John
Magliacane magliacan Magliacane
( ( (
kd kd kd
2 2 2
bd bd bd
@ @ @
ka ka ka
2 2 2
qhd qhd qhd
. . .
UUCP uucp UUCP
) ) )
posts post post
" " "
SpaceNews spacenew SpaceNews
" " "
( ( (
covering cover cover
AMSATs amsat AMSATs
, , ,
NOAA noaa NOAA
and and and
other other other
weather weather weather
satellites satellit satellite
, , ,
and and and
other other other
ham ham ham
information inform information
) ) )
to to to
rec rec rec
. . .
radio radio radio
. . .
amateur amateur amateur
. . .
misc misc misc
and and and
sci sci sci
. . .
space space space
. . .
SPACE space SPACE
REPORT report REPORT
Jonathan jonathan Jonathan
McDowell mcdowel McDowell
( ( (
mcdowell mcdowel mcdowell
@ @ @
cfa cfa cfa
. . .
harvard harvard harvard
. . .
edu edu edu
) ) )
posts post post
" " "
Jonathan jonathan Jonathan
' ' '
s s s
Space space Space
Report report Report
" " "
covering cover cover
launches launch launch
, , ,
landings land landing
, , ,
reentries reentri reentry
, , ,
status status status
reports report report
, , ,
satellite satellit satellite
activities activ activity
, , ,
etc etc etc
. . .
TOWARD toward TOWARD
2001 2001 2001
Bev bev Bev
Freed freed Freed
( ( (
freed freed free
@ @ @
nss nss nss
. . .
fidonet fidonet fidonet
. . .
org org org
) ) )
posts post post
" " "
Toward toward Toward
2001 2001 2001
" " "
, , ,
a a a
weekly week weekly
global global global
news news news
summary summari summary
reprinted reprint reprint
from from from
_ _ _
Space space Space
Calendar calendar Calendar
_ _ _
magazine magazin magazine
. . .
WARNING warn WARNING
ABOUT about ABOUT
NON non NON
- - -
PUBLIC public PUBLIC
NETWORKS network NETWORKS
( ( (
Included includ Included
at at at
the the the
suggestion suggest suggestion
of of of
Eugene eugen Eugene
Miya miya Miya
, , ,
who who who
wrote wrote write
the the the
item item item
) ) )
NASA nasa NASA
has has have
an an an
internal intern internal
system system system
of of of
unclassified unclassifi unclassified
electronic electron electronic
mail mail mail
and and and
bulletin bulletin bulletin
boards board board
. . .
This this This
system system system
is is be
not not not
open open open
for for for
public public public
use use use
. . .
Specifically specif Specifically
, , ,
NASA nasa NASA
personnel personnel personnel
and and and
procurement procur procurement
operations oper operation
are are be
regarded regard regard
with with with
some some some
sensitivity sensit sensitivity
. . .
Contractors contractor Contractors
must must must
renegotiate renegoti renegotiate
their their their
contracts contract contract
. . .
The the The
Fair fair Fair
and and and
Open open Open
Procurement procur Procurement
Act act Act
does doe do
not not not
look look look
kindly kind kindly
to to to
those those those
having have have
inside insid inside
information inform information
. . .
Contractors contractor Contractors
and and and
outsiders outsid outsider
caught caught catch
using use use
this this this
type type type
of of of
information inform information
can can can
expect expect expect
severe sever severe
penalities penal penalities
. . .
Unauthorized unauthor Unauthorized
access access access
attempts attempt attempt
may may may
subject subject subject
you you you
to to to
a a a
fine fine fine
and and and
/ / /
or or or
imprisonment imprison imprisonment
in in in
accordance accord accordance
with with with
Title titl Title
18 18 18
, , ,
USC usc USC
, , ,
Section section Section
1030 1030 1030
. . .
If if If
in in in
fact fact fact
you you you
should should should
should should should
learn learn learn
of of of
unauthorized unauthor unauthorized
access access access
, , ,
contact contact contact
NASA nasa NASA
personnel personnel personnel
. . .
Claims claim Claims
have have have
been been be
made made make
on on on
this this this
news news news
group group group
about about about
fraud fraud fraud
and and and
waste wast waste
. . .
None none None
have have have
ever ever ever
been been be
substantiated substanti substantiate
to to to
any ani any
significant signific significant
degree degre degree
. . .
Readers reader Readers
detecting detect detect
Fraud fraud Fraud
, , ,
Waste wast Waste
, , ,
Abuse abus Abuse
, , ,
or or or
Mismanagement mismanag Mismanagement
should should should
contact contact contact
the the the
NASA nasa NASA
Inspector inspector Inspector
General general General
( ( (
24 24 24
- - -
hours hour hour
) ) )
at at at
800 800 800
- - -
424 424 424
- - -
9183 9183 9183
( ( (
can can can
be be be
anonymous anonym anonymous
) ) )
or or or
write write write
NASA nasa NASA
Inspector inspector Inspector
General general General
P p P
. . .
O o O
. . .
Box box Box
23089 23089 23089
L l L
' ' '
enfant enfant enfant
