Subject subject Subject
- - -
- - -
- - -
VGA vga VGA
GRaphics graphic GRaphics
Adapter adapt Adapter
Layout layout Layout
# # #
3 3 3
( ( (
2 2 2
/ / /
4 4 4
/ / /
8 8 8
- - -
DRAM dram DRAM
) ) )
1 1 1
. . .
Dip dip Dip
Switches switch Switches
2 2 2
. . .
DB db DB
- - -
15 15 15
connector connector connector
: : :
For for For
analog analog analog
monitors monitor monitor
. . .
3 3 3
. . .
DB db DB
- - -
9 9 9
connector connector connector
: : :
for for for
TTL ttl TTL
monitors monitor monitor
. . .
( ( (
* * *
NOTE note NOTE
# # #
1 1 1
) ) )
4 4 4
. . .
Jumers jumer Jumers
J j J
1 1 1
, , ,
J j J
2 2 2
, , ,
J j J
3 3 3
, , ,
J j J
4 4 4
( ( (
J j J
3 3 3
for for for
layouts layout layout
# # #
2 2 2
and and and
# # #
3 3 3
, , ,
J j J
4 4 4
for for for
layout layout layout
# # #
3 3 3
) ) )
5 5 5
. . .
Video video Video
BIOS bio BIOS
: : :
Basic basic Basic
Input input Input
/ / /
Ouput ouput Ouput
System system System
. . .
6 6 6
. . .
TVGA tvga TVGA
8900 8900 8900
Chip chip Chip
: : :
VGA vga VGA
GRaphics graphic GRaphics
chip chip chip
. . .
7 7 7
. . .
Edge edg Edge
connector connector connector
: : :
For for For
IBM ibm IBM
PC pc PC
/ / /
XT xt XT
, , ,
PC pc PC
/ / /
AT at AT
and and and
compatible compat compatible
systems system system
. . .
8 8 8
. . .
Video video Video
DRAM dram DRAM
: : :
up up up
to to to
1 1 1
MB mb MB
9 9 9
. . .
Feature featur Feature
connector connector connector
: : :
For for For
special special special
applications applic application
. . .
10 10 10
. . .
Video video Video
DAC dac DAC
11 11 11
. . .
Jumper jumper Jumper
Blocks block Blocks
JP jp JP
1 1 1
and and and
JP jp JP
2 2 2
( ( (
2 2 2
/ / /
4 4 4
/ / /
8 8 8
board board board
only onli only
) ) )
* * *
NOTE note NOTE
# # #
1 1 1
- - -
Hardware hardwar Hardware
option option option
. . .
Feature featur Feature
not not not
present present present
for for for
all all all
board board board
versions version version
. . .
Switch switch Switch
settings set setting
for for for
the the the
6 6 6
switch switch switch
dip dip dip
box box box
( ( (
# # #
1 1 1
from from from
figures figur figure
) ) )
. . .
Switch switch Switch
3 3 3
: : :
Scan scan Scan
Rate rate Rate
On on On
- - -
Less less Less
than than than
48 48 48
KHz khz KHz
( ( (
default default default
) ) )
Off off Off
- - -
38 38 38
- - -
49 49 49
Khz khz Khz
Switch switch Switch
5 5 5
: : :
Fast fast Fast
and and and
Slow slow Slow
Address address Address
Decode decod Decode
Off off Off
- - -
Fast fast Fast
address address address
decode decod decode
( ( (
default default default
) ) )
On on On
- - -
Slow slow Slow
address address address
decode decod decode
Switch switch Switch
6 6 6
: : :
8 8 8
/ / /
16 16 16
bit bit bit
Data data Data
Path path Path
Off off Off
- - -
16 16 16
- - -
bit bit bit
data data data
path path path
( ( (
default default default
) ) )
On on On
- - -
8 8 8
- - -
bit bit bit
data data data
path path path
Jumper jumper Jumper
settings set settings
J j J
1 1 1
: : :
Settings set Settings
for for for
IRQ irq IRQ
9 9 9
1 1 1
2 2 2
3 3 3
1 1 1
2 2 2
3 3 3
xxx xxx xxx
xxx xxx xxx
Off off Off
( ( (
def def def
) ) )
On on On
J j J
2 2 2
: : :
Settings set Settings
for for for
Bus bus Bus
Size size Size
Detections detect Detections
1 1 1
1 1 1
x x x
2 2 2
x x x
2 2 2
x x x
3 3 3
x x x
3 3 3
Autodetect autodetect Autodetect
Standard standard Standard
Interface interfac Interface
( ( (
def def def
) ) )
J j J
3 3 3
: : :
Settings set Settings
for for for
DRAM dram DRAM
Configuration configur Configuration
1 1 1
2 2 2
3 3 3
1 1 1
2 2 2
3 3 3
1 1 1
2 2 2
3 3 3
- - -
- - -
- - -
- - -
| | |
| | |
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
| | |
| | |
- - -
- - -
- - -
- - -
4 4 4
5 5 5
6 6 6
4 4 4
5 5 5
6 6 6
4 4 4
5 5 5
6 6 6
Two two Two
DRAM dram DRAM
Four four Four
DRAM dram DRAM
Eight eight Eight
DRAM dram DRAM
J j J
4 4 4
: : :
DRAM dram DRAM
Clock clock Clock
Select select Select
1 1 1
2 2 2
3 3 3
1 1 1
2 2 2
3 3 3
xxx xxx xxx
xxx xxx xxx
40 40 40
MHz mhz MHz
48 48 48
MHz mhz MHz
Two two Two
DRAM dram DRAM
4 4 4
/ / /
8 8 8
DRAM dram DRAM
SW sw SW
1 1 1
& & &
SW sw SW
2 2 2
Swich swich Swich
Setings sete Setings
| | |
SW sw SW
1 1 1
| | |
SW sw SW
2 2 2
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
+ + +
- - -
- - -
- - -
- - -
- - -
+ + +
- - -
- - -
- - -
- - -
VGA vga VGA
mode mode mode
( ( (
default default default
) ) )
| | |
On on On
| | |
On on On
EGA ega EGA
mode mode mode
| | |
Off off Off
| | |
On on On
CGA cga CGA
mode mode mode
| | |
On on On
| | |
Off off Off
MDA mda MDA
/ / /
Hercules hercul Hercules
mode mode mode
| | |
Off off Off
| | |
Off off Off
